name,author,year,genre,key_words,to_watch,watched
Na krawędzi,Renny Harlin,1993,Akcja i przygoda,Sylvester Stallone;John Lithgow;Michael Rooker;Janine Turner;Rex Linn;Caroline Goodall;Leon;Craig Fairbrass;Ralph Waite;Max Perlich;Paul Winfield;alpinizm;napad;góry;przestępcy;skarb;walka o przetrwanie;pościg;zima;śnieg;wysokogórska akcja;heroizm;ratowanie życia;odwaga;zdrada;ekstremalne warunki;przyjaźń;walka wręcz;broń palna,0,0
Wzgórze nadziei,Anthony Minghella,2003,Dramat;Romans,Jude Law;Nicole Kidman;Renée Zellweger;Eileen Atkins;Brendan Gleeson;Philip Seymour Hoffman;Natalie Portman;Giovanni Ribisi;Donald Sutherland;Ray Winstone;wojna secesyjna;miłość;przetrwanie;romans wojenny;samotność;listy;gospodarstwo;podróż;poświęcenie;walka;nadzieja;wierność;powrót do domu;rekonstrukcja historyczna;dramat wojenny;rozłąka;cierpienie;przyjaźń;heroizm,0,0
Krokodyl Dundee w Los Angeles,Simon Wincer,2001,Akcja i przygoda;Komedia,Paul Hogan;Linda Kozlowski;Jere Burns;Jonathan Banks;Aida Turturro;Alec Wilson;Gerry Skilton;Steve Rackman;Serge Cockburn;Paul Rodriguez;Mark Adair-Rios;Tiriel Mora;Mike Tyson;Australia;USA;śledztwo;Hollywood;zderzenie kultur;przygoda;komedia;rodzina;dzieci;ryba z wody;scenariusz kryminalny;śmieszne sytuacje;aktorzy;film w filmie;gangsterzy;policyjne dochodzenie,0,0
Wciąż ją kocham,Lasse Hallström,2010,Dramat;Romans,Channing Tatum;Amanda Seyfried;Richard Jenkins;Henry Thomas;D.J. Cotrona;Cullen Moss;Gavin McCulley;Jose Lucena Jr.;Keith Robinson;Scott Porter;miłość;listy;wojsko;żołnierz;związek na odległość;rozłąka;wojna;rodzina;choroba;poświęcenie;dramat romantyczny;uczucia;wybory;pożegnanie;powrót;przeznaczenie;przyjaźń;test miłości,0,0
Rób co należy,Spike Lee,1989,Klasyka;Komedia;Dramat,Danny Aiello;Ossie Davis;Ruby Dee;Richard Edson;Giancarlo Esposito;Spike Lee;Bill Nunn;John Turturro;Paul Benjamin;Frankie Faison;Samuel L. Jackson;Rosie Perez;Martin Lawrence;Miguel Sandoval;Brooklyn;lato;upał;rasizm;napięcia społeczne;konflikt;społeczność afroamerykańska;pizzeria;policja;protest;przemoc;sprawiedliwość;zabójstwo;walka o prawa;społeczeństwo;solidarność;muzyka hip-hop,0,0
El patrón. Anatomia zbrodni,Sebastián Schindel,2014,Dramat;Film międzynarodowy;Thriller,Joaquín Furriel;Luis Ziembrowski;Guillermo Pfening;Mónica Lairana;Germán de Silva;Victoria Raposo;Andrea Garrote;oparta na faktach;Argentyna;morderstwo;śledztwo;przemoc;wyzysk;pracownik;szef;psychologiczny dramat;sprawa kryminalna;proces sądowy;zeznania;manipulacja;korupcja;strach;ofiara;oprawca;relacje w pracy;system prawny;ubóstwo;społeczne nierówności;zbrodnia;tragedia;kara;sprawiedliwość,0,0
Ekstrakcja,Steven C. Miller,2015,Akcja i przygoda,Bruce Willis;Kellan Lutz;Gina Carano;D.B. Sweeney;Joshua Mikel;Steve Coulter;Dan Bilzerian;Heather Johansen;agent;szpieg;porwanie;operacja specjalna;technologia;broń;walka;ratowanie;pościg;przestępcy;spisek;terrorysta;strzelanina;misja;agent CIA;zdrada;walka wręcz;włamanie;wybuch;akcja militarna;bohater;ratunek,0,0
Dzienniki z wolności,Richard LaGravenese,2007,Dramat,Hilary Swank;Patrick Dempsey;Scott Glenn;Imelda Staunton;April L. Hernandez;Mario;Kristin Herrera;Jaclyn Ngan;Sergio Montalvo;Jason Finn;Deance Wyatt;Vanetta Smith;nauczycielka;młodzież;gangi;szkoła;edukacja;rasizm;przemoc;listy;inspiracja;przyjaźń;wspólnota;przełamywanie barier;przemiana;historia prawdziwa;motywacja;edukacja alternatywna;Los Angeles;marzenia,0,0
Zielona Latarnia,Martin Campbell,2011,Akcja i przygoda;Sci-Fi i fantasy,Ryan Reynolds;Blake Lively;Peter Sarsgaard;Mark Strong;Tim Robbins;Jay O. Sanders;Taika Waititi;Angela Bassett;superbohater;komiks;DC Comics;kosmos;latarnia mocy;wroga rasa;ratowanie świata;energetyczny pierścień;strażnicy wszechświata;Hal Jordan;trening;lotnictwo;pilot;armia;poświęcenie;efekty specjalne;bitwa;planety;fantastyka,0,0
Domówka,Reginald Hudlin,1990,Komedia;Film kultowy,Christopher Reid;Christopher Martin;Robin Harris;Tisha Campbell;A.J. Johnson;Martin Lawrence;Paul Anthony;Bowlegged Lou;B-Fine;Edith Fields;Kelly Jo Minter;Clifton Powell;Verda Bridges;impreza;hip-hop;taniec;muzyka;przyjaźń;komedia młodzieżowa;szkoła;rodzice;przygoda;śmieszne sytuacje;miłość;konflikt pokoleń;zabawa;randka;pościg;nocne życie;muzyka rap,0,0
Domówka 2,George Jackson i Doug McHenry,1991,Komedia;Film kultowy;Muzyczny,Christopher Reid;Christopher Martin;Martin Lawrence;Bowlegged Lou;Paul Anthony;B-Fine;Tisha Campbell;Kamron;Iman;Queen Latifah;impreza;muzyka;hip-hop;szkoła;przyjaźń;romans;komedia młodzieżowa;konflikt;uczelnia;rodzina;śpiew;taniec;rywalizacja;zabawa;humor;randka;rap;występ na scenie,0,0
Domówka 3,Eric Meza,1994,Komedia;Muzyczny,Christopher Reid;Christopher Martin;Tisha Campbell;David Edwards;Angela Means;Ketty Lester;Bernie Mac;Michael Colyar;Chris Tucker;Khandi Alexander;impreza;hip-hop;rap;muzyka;komedia młodzieżowa;przyjaźń;śmiech;romans;zabawa;rodzina;randka;muzyka taneczna;szkoła;zespół;koncert;śpiew;taniec;konflikt,0,0
Mam układ,Michael Martin,1998,Akcja i przygoda;Komedia,Master P;Anthony Johnson;Gretchen Palmer;Frantz Turner;Richard Keats;Joe Estevez;William Knight;Anthony Boswell;Tommy 'Tiny' Lister;Helen Martin;John Witherspoon;Mia X;komedia uliczna;gangsterzy;handel;oszustwo;przyjaźń;śmieszne sytuacje;muzyka rap;konflikt;broń;akcja;humor;miasto;strzelanina;ucieczka;pościg;zabawa,0,0
W potrzasku,Michael Rymer,1999,Thriller,Omar Epps;LL Cool J;Nia Long;Stanley Tucci;Pam Grier;Hill Harper;Jake Weber;David Patrick Kelly;Veronica Webb;Ron Canada;Robert LaSardo;Gano Grills;Ivonne Coll;Don Harvey;Mya;Nas;Jermaine Dupri;policja;przestępczość;gangi;pod przykrywką;agent;śledztwo;zdrada;walka;broń;spisek;przemoc;porachunki;strzelanina;ucieczka,0,0
Initial D,Andrew Lau Wai-keung i Alan Mak,2005,Akcja i przygoda;Film międzynarodowy,Jay Chou;Anne Suzuki;Edison Chen;Anthony Wong Chau-sang;Shawn Yue;Chapman To;Jordan Chan;Kenny Bee;wyścigi samochodowe;drift;Japonia;motoryzacja;samochody;konkurencja;przyjaźń;rywalizacja;romans;muzyka;noc;drogi górskie;mechanika;trening;pasja;adrenalina,0,0
Janoskians: Prawda i ściema,Brett Weiner,2016,Komedia,Jai Brooks;Luke Brooks;James Yammouni;Daniel Sahyounie;Beau Brooks;YouTube;parodia;żarty;grupa przyjaciół;pranki;muzyka;śmiech;internet;skecze;koncert;fanbase;absurd;prowokacja;media społecznościowe;występ sceniczny;komedia młodzieżowa,0,0
Labirynt,Jim Henson,1986,Akcja i przygoda;Familijny;Film kultowy,David Bowie;Jennifer Connelly;Frank Oz;Kevin Clash;Anthony Asbury;Dave Goelz;Brian Henson;Ron Mueck;Karen Prell;Shari Weiser;fantasy;labirynt;magia;król goblinów;przygoda;pułapki;przyjaźń;baśń;piosenki;stroje;muzyka;stworzenia;efekty specjalne;podróż,0,0
Listy do Julii,Gary Winick,2010,Komedia;Dramat;Romans,Amanda Seyfried;Christopher Egan;Gael García Bernal;Vanessa Redgrave;Franco Nero;Luisa Ranieri;Marina Massironi;Milena Vukotic;Marcia DeBonis;Luisa De Santis;Lidia Biondi;Giordano Formenti;miłość;Włochy;listy;romans;poszukiwanie;przeznaczenie;werona;shakespeare;turystyka;winorośle;przyjaźń;ślub;zaręczyny;rodzina,0,0
Poziom 16,Danishka Esterhazy,2018,Sci-Fi i fantasy;Thriller,Katie Douglas;Celina Martin;Peter Outerbridge;Sara Canning;Alexis Whelan;Amalia Williamson;Josette Halpert;Kiana Madeira;szkoła;izolacja;eksperyment;kontrola;ucieczka;przyjaźń;manipulacja;sekret;intryga;dystopia;strach;walka o wolność;odwaga;zdrada;system zamknięty;przetrwanie,0,0
Miłość nie kosztuje nic,Troy Byer,2003,Komedia;Romans,Nick Cannon;Christina Milian;Kenan Thompson;Kal Penn;Steve Harvey;Al Thompson;Ashley Monique Clark;Elimu Nelson;Nichole Robinson;Melissa Schuman;romans;szkoła;zakład;popularność;komedia romantyczna;przyjaźń;bal maturalny;przemiana;humor;randka;muzyka;moda;miłość,0,0
Miłość w chmurach,Pang Ho-cheung,2010,Komedia;Dramat;Film międzynarodowy,Miriam Yeung;Shawn Yue;Singh Hartihan Bitto;Isabel Chan;Cheung Tat-ming;Matt Chow;Chui Tien-you;Queenie Chu;Charmaine Fong;Vincent Kok;Hongkong;romans;związek;miłość;rozstanie;przyjaźń;papierosy;miasto;nocne życie;humor,0,0
Atak na Marsa!,Tim Burton,1996,Komedia;Film kultowy;Sci-Fi i fantasy,Jack Nicholson;Glenn Close;Annette Bening;Pierce Brosnan;Danny DeVito;Martin Short;Sarah Jessica Parker;Michael J. Fox;Rod Steiger;Tom Jones;Lukas Haas;Natalie Portman;kosmici;inwazja;Ziemia;prezydent USA;humor;absurd;parodia;UFO;wojna;technologia;rozwałka;destrukcja;efekty specjalne;panika,0,0
Marshall,Reginald Hudlin,2017,Dramat,Chadwick Boseman;Josh Gad;Kate Hudson;Sterling K. Brown;Dan Stevens;James Cromwell;Keesha Sharp;Roger Guenveur Smith;Derrick Baskin;Barrett Doss;sąd;sprawa sądowa;prawnik;Thurgood Marshall;historia;rasizm;segregacja;proces;obrona;sprawiedliwość;USA;lata 40.;walka o prawa;historia prawdziwa,0,0
Córka szefa,David Zucker,2003,Komedia;Romans,Ashton Kutcher;Tara Reid;Jeffrey Tambor;Andy Richter;Michael Madsen;Jon Abrahams;David Koechner;Carmen Electra;Kenan Thompson;Terence Stamp;Molly Shannon;komedia romantyczna;biuro;szef;rodzina;zakochanie;przygody;śmieszne sytuacje;praca;nieporozumienia;humor;zdrada;ukrywanie,0,0
Tajemniczy bohaterowie,Kinka Usher,1999,Akcja i przygoda;Komedia,Ben Stiller;Hank Azaria;William H. Macy;Janeane Garofalo;Kel Mitchell;Paul Reubens;Wes Studi;Greg Kinnear;Geoffrey Rush;Lena Olin;Eddie Izzard;Artie Lange;Pras;Claire Forlani;Tom Waits;superbohaterowie;parodia;komedia;ratowanie miasta;drużyna;niezdary;zabawne moce;walka;wróg;złoczyńca;humor;komiks,0,0
Dawno temu w Ameryce,Sergio Leone,1984,Klasyka;Dramat,Robert De Niro;James Woods;Elizabeth McGovern;Treat Williams;Tuesday Weld;Burt Young;Joe Pesci;Danny Aiello;William Forsythe;James Hayden;gangsterzy;Nowy Jork;przyjaźń;mafia;zdrada;czas;historia;Prohibicja;miłość;przemoc;lojalność;zbrodnia;zemsta;przeszłość;dzieciństwo,0,0
Sezon na misia 2,Matthew O'Callaghan i Todd Wilderman,2008,Familijny;Komedia,Joel McHale;Mike Epps;Jane Krakowski;Billy Connolly;Crispin Glover;Steve Schirripa;Georgia Engel;Diedrich Bader;Cody Cameron;Fred Stoller;Olivia Hack;animacja;zwierzęta;przyjaźń;rodzina;humor;las;przygoda;miłość;rywalizacja;drużyna;śmiech;dzika przyroda,0,0
LSD: Miłość Seks i Zdrada,Dibakar Banerjee,2010,Dramaty; Filmy niezależne; Filmy międzynarodowe,Nushrat Bharucha; Anshuman Jha; Neha Chauhan; Rajkummar Rao; Arya Banerjee; Amit Sial; Herry Tangri; Indie; found footage; dramat społeczny; media; kamera; nagranie; zdrada; miłość; seks; sensacja; przestępstwo; manipulacja; relacje; kłamstwo; młodość; napięcie; skandal; prowokacja; technologia; oszustwo; monitoring; intryga; życie prywatne; kontrola; zemsta,0,0
Misja Istaanbul: Strach za Bramą Zwycięstwa,Apoorva Lakhia,2008,Akcja i przygoda; Filmy międzynarodowe; Filmy muzyczne,Vivek Oberoi; Zayed Khan; Shriya Saran; Nikitin Dheer; Shabbir Ahluwalia; Sunil Shetty; Shweta Bhardwaj; akcja; dziennikarze; terroryzm; Stambuł; misja; pościgi; strzelaniny; intryga; sensacja; walka; szpiedzy; zdrada; tajemnica; walka wręcz; konspiracja; korupcja; międzynarodowy konflikt; ratowanie życia; przygoda; muzyka; piosenki; tempo; napięcie; broń; spisek; zagrożenie,0,0
Pewnego razu w Mumbaju,Milan Luthria,2010,Dramaty; Filmy międzynarodowe; Filmy muzyczne,Ajay Devgn; Emraan Hashmi; Kangana Ranaut; Prachi Desai; Randeep Hooda; Naved Aslam; Asif Basra; Avtar Gill; gangsterzy; lata 70.; Indie; kryminał; mafia; historia; walka o władzę; miłość; zdrada; dramat kryminalny; korupcja; lojalność; władza; pieniądze; przestępstwo; strzelaniny; porty; przemyt; romans; retro; moda; historia miasta; konflikt; ambicja; zemsta,0,0
Pewnego razu w Mumbaju ponownie!,Milan Luthria,2013,Dramaty; Filmy międzynarodowe; Filmy muzyczne,Akshay Kumar; Imran Khan; Sonakshi Sinha; Sonali Bendre; Sarfaraz Khan; Mahesh Manjrekar; Abhimanyu Singh; Kurush Deboo; Pitobash; Chetan Hansraj; gangsterzy; mafia; Indie; przestępstwo; walka o władzę; rywalizacja; romans; zdrada; pieniądze; korupcja; dramat kryminalny; zemsta; intryga; strzelaniny; akcja; retro; lojalność; porty; przemyt; moda; niebezpieczeństwo; ambicja,0,0
Ragini MMS,Pawan Kripalani,2011,Horrory; Filmy międzynarodowe,Kainaz Motivala; Rajkummar Rao; Rajat Kaul; Janice; Shernaza; Mangala Ahire; Vinod Rawat; found footage; nawiedzony dom; para; duch; horror; Indie; opętanie; nadprzyrodzone zjawiska; strach; przerażenie; noc; izolacja; zło; śmierć; tajemnica; kamera; dowody; groza; zaskoczenie; klątwa; paranormalne zjawiska; krzyk; mrok; napięcie; ucieczka,0,0
Ragini MMS 2,Bhushan Patel,2014,Horrory; Filmy międzynarodowe,Sunny Leone; Saahil Prem; Parvin Dabas; Sandhya Mridul; Divya Dutta; Soniya Mehra; Kainaz Motivala; Karan Mehra; horror; opętanie; duch; klątwa; nawiedzony dom; Indie; groza; przerażenie; aktorka; film w filmie; nadprzyrodzone zjawiska; krzyk; noc; tajemnica; śmierć; zemsta; mroczne moce; zło; lęk; strach; kamera; zdjęcia; walka o życie; mrok; demony,0,0
SAS: Powstanie Czarnego Łabędzia,Magnus Martens,2021,Akcja i przygoda; Filmy międzynarodowe,Sam Heughan; Ruby Rose; Andy Serkis; Hannah John-Kamen; Tom Wilkinson; Tom Hopper; Noel Clarke; Anne Reid; Owain Yeoman; Jing Lusi; Ray Panthaki; Richard McCabe; Douglas Reith; terroryści; SAS; pociąg; akcja; pościgi; strzelaniny; walka wręcz; misja; ratowanie życia; Londyn; zdrada; spisek; napięcie; wojsko; komandosi; broń; intryga; adrenalina; wybuchy; negocjacje; zagrożenie,0,0
Strzelanina w Lokhandwali,Apoorva Lakhia,2007,Akcja i przygoda; Dramaty; Filmy międzynarodowe,Amitabh Bachchan; Sanjay Dutt; Sunil Shetty; Arbaaz Khan; Abhishek Bachchan; Vivek Oberoi; Tusshar Kapoor; Rohit Roy; Shabbir Ahluwalia; Dia Mirza; Amrita Singh; Neha Dhupia; Indie; strzelaniny; policja; gangsterzy; oblężenie; przestępstwo; dramat kryminalny; mafia; akcja; napięcie; walka; broń; pościgi; lojalność; zdrada; historia prawdziwa; Mumbai; operacja policyjna; zagrożenie; intryga,0,0
Brudny interes,Milan Luthria,2011,Komedie; Dramaty; Filmy międzynarodowe,Vidya Balan; Emraan Hashmi; Tusshar Kapoor; Naseeruddin Shah; Rajesh Sharma; Imran Hasnee; Anju Mahendru; Indie; biografia; Silk Smitha; erotyka; dramat; lata 80.; Bollywood; skandal; film o filmie; ambicja; miłość; pieniądze; zdrada; sława; upadek; nagość; walka o przetrwanie; showbiznes; pożądanie; kontrowersje; rywalizacja; kariera; mroczne strony kina; tragiczna historia,0,0
Bob Ross: Szczęśliwe Wypadki Zdrada i Chciwość,Joshua Rofé,2021,Filmy dokumentalne,Bob Ross; malarstwo; telewizja; zdrada; chciwość; biznes; sztuka; historia; USA; konflikt; spór majątkowy; kontrowersje; sukces; sława; pasja; zdrada przyjaźni; legalne spory; oszustwo; prawa autorskie; inspiracja; edukacja artystyczna; ikona popkultury; malarstwo olejne; krajobrazy; hobby; skandal; marketing; telewizja edukacyjna; zdrada zaufania; intryga; biografia,0,0
Naprawdę miłość,Angel Kristi Williams,2020,Dramaty; Filmy niezależne; Filmy romantyczne,Kofi Siriboe; Yootha Wong-Loi-Sing; Michael Ealy; Uzo Aduba; romans; artyści; Waszyngton; sztuka; relacje; miłość; emocje; dylematy; kariera; pasja; związki; walka o marzenia; rozstanie; uczucia; afroamerykańska społeczność; nadzieja; realizacja siebie; miłość w mieście; inspiracja; malarstwo; konflikt; decyzje; praca; wspólne życie; sztuka nowoczesna; rozwój osobisty,0,0
Listopadowy człowiek,Roger Donaldson,2014,Akcja i przygoda,Pierce Brosnan; Luke Bracey; Olga Kurylenko; Eliza Taylor; Caterina Scorsone; Bill Smitrovich; Will Patton; Amila Terzimehic; Lazar Ristovski; Mediha Musliovic; szpiedzy; CIA; akcja; strzelaniny; pościgi; spisek; zdrada; tajemnica; misja; broń; ucieczka; porwania; intryga; walka; adrenalina; agent specjalny; kontrwywiad; napięcie; zagrożenie; Rosja; przestępczość zorganizowana; wybuchy,0,0
Stare sposoby,Christopher Alender,2020,Horrory,Brigitte Kali Canales; Andrea Cortes; Julia Vera; Sal Lopez; Meksyk; opętanie; szamanizm; rytuały; duchy; groza; przerażenie; dziennikarka; nadprzyrodzone; egzorcyzmy; legenda; góry; izolacja; zło; mrok; walka o życie; strach; tajemnica; plemienne wierzenia; demony; mistycyzm; tradycja; śmierć; klątwa; lokalne mity; szok; horror psychologiczny,0,0
Biegacz rzeki,Rush Sturges,2021,Filmy dokumentalne; Filmy sportowe,kajakarstwo; rzeki; podróże; sport; przygoda; eksploracja; wyprawa; ekstremalne warunki; natura; rafting; adrenalina; wyzwania; pasja; spływy; wodospady; niebezpieczeństwo; góry; wytrzymałość; inspiracja; determinacja; odkrywanie; wolność; dzika przyroda; walka z żywiołem; trening; historia; wyczyn; eksploratorzy; dokument przygodowy,0,0
Chłopiec wodny,David Oyelowo,2021,Filmy familijne; Dramaty,David Oyelowo; Rosario Dawson; Lonnie Chavis; Amiah Miller; Alfred Molina; Maria Bello; przygoda; rodzina; relacje ojciec-syn; tajemnica; poszukiwania; matka; choroba; miłość; las; legenda; przyjaźń; odwaga; dzieciństwo; podróż; nadzieja; poświęcenie; odkrycie; magia; strach; wiara; walka o życie; opowieść; relacje rodzinne; baśń,0,0
Policz mnie,Mark Lo,2021,Filmy dokumentalne; Filmy muzyczne,perkusja; muzycy; rock; jazz; pop; historia muzyki; koncerty; pasja; rytm; inspiracja; artyści; scena; kultura; twórczość; instrumenty; wywiady; dokument muzyczny; talent; występy; festiwale; perkusista; wspomnienia; ikony muzyki; edukacja; nagrania; dźwięk; energia; technika; improwizacja; społeczność muzyczna,0,0
Untold: Caitlyn Jenner,Crystal Moselle,2021,Filmy dokumentalne; Filmy LGBTQ; Filmy sportowe,Caitlyn Jenner; sport; lekkoatletyka; olimpijczyk; biografia; tranzycja; transpłciowość; igrzyska olimpijskie; rekord; historia; odwaga; inspiracja; coming out; media; życie prywatne; wywiady; sukces; USA; lata 70.; telewizja; sportowiec; emocje; walka; zmiana; akceptacja; rodzina; kontrowersje; tożsamość; wyzwania; motywacja,0,0
The Kissing Booth 3,Vince Marcello,2021,Komedia romantyczna;Komedia;Film młodzieżowy;Film o dojrzewaniu;Film obyczajowy;Film amerykański,Joey King;Joel Courtney;Jacob Elordi;Molly Ringwald;Taylor Zakhar Perez;Maisie Richardson-Sellers;Meganne Young;Stephen Jennings;romans;przyjaźń;liceum;trójkąt miłosny;bal maturalny;wakacje;pożegnanie;związek na odległość;wybory życiowe;rodzina;dramat młodzieżowy;relacje;konflikt sercowy;komedia romantyczna;szkoła;przyjaźń damsko-męska;zazdrość;miłość;emocje;zakończenie trylogii;Netflix;związek;próba miłości;decyzje,0,0
The Railway Man,Jonathan Teplitzky,2013,Dramat;Film wojenny;Film biograficzny;Film historyczny;Film romantyczny,Colin Firth;Nicole Kidman;Jeremy Irvine;Stellan Skarsgård;Sam Reid;Hiroyuki Sanada;Michael MacKenzie;Tom Stokes;druga wojna światowa;trauma wojenna;więzień wojenny;Kolej Birmańska;historia prawdziwa;miłość;zemsta;przebaczenie;relacje małżeńskie;powojenna trauma;Azja;żołnierz;Imperium Japońskie;wspomnienia;konfrontacja;dramat psychologiczny;przyjaźń;walka o godność;wojenne przeżycia;honor;odkrywanie prawdy;relacje międzyludzkie;przełamywanie bólu,0,0
Untold: Malice at the Palace,Floyd Russ,2021,Film dokumentalny;Sport;Kryminał;Film biograficzny,koszykówka;NBA;Indiana Pacers;Detroit Pistons;2004;Ron Artest;Metta World Peace;Ben Wallace;Rick Carlisle;David Stern;awantura;bijatyka;sportowiec;media;skandal;analiza wydarzeń;relacje kibice-zawodnicy;konflikt;historia sportu;boisko;policja;sport profesjonalny;dyscyplinarka;relacje drużynowe;sprawiedliwość;wywiady;wspomnienia;analiza mediów;reakcja opinii publicznej;konsekwencje prawne;emocje w sporcie,0,0
Quartet,Dustin Hoffman,2012,Komedia;Dramat;Film obyczajowy;Film muzyczny;Film brytyjski,Maggie Smith;Tom Courtenay;Billy Connolly;Pauline Collins;Michael Gambon;Andrew Sachs;Sheridan Smith;David Ryall;Trevor Peacock;Gwyneth Jones;dom spokojnej starości;muzyka klasyczna;opera;przyjaźń;starość;relacje międzyludzkie;talent;występ;koncert;próba generalna;rywalizacja;wspomnienia;humor;pasja;wielkie wejście;emerytura;harmonia;życie po karierze;relacje dawnych przyjaciół;druga szansa;komedia muzyczna;emocje;współpraca,0,0
Slay,Adze Ugah,2021,Komedia;Film romantyczny;Film obyczajowy;Film afrykański,Enhle Mbali;Ramsey Nouah;Dawn Thandeka Kang;Idris Sultan;Tumi Morake;Trevor Gumbi;Lillian Dube;Kaly Bossy Asante;Shaleen Surtie;Fabian Lojege;media społecznościowe;influencer;randki;miłość;komedia romantyczna;Afryka Południowa;związki;internet;styl życia;relacje damsko-męskie;nowoczesne romanse;moda;przyjaźń;śmiech;rodzina;konflikty;flirt;kariera;zdrada;imprezy;zazdrość;miłosne perypetie,0,0
Takizawa Kabuki ZERO 2020 The Movie,Hideaki Takizawa,2020,Film muzyczny;Film japoński;Spektakl;Film kostiumowy;Sztuki sceniczne,Hikaru Iwamoto;Tatsuya Fukazawa;Raul;Shota Watanabe;Koji Mukai;Ryohei Abe;Ren Meguro;Ryota Miyadate;Daisuke Sakuma;Arata Sato;Tatsuya Kageyama;Taiga Suzuki;Shunsuke Motoi;Taiga Tsubaki;Yuki Yokohara;Minato Matsui;Shosei Oda;kabuki;tradycja japońska;muzyka;teatr;śpiew;taniec;scenografia;kultura;historia Japonii;aktorzy sceniczni;charakteryzacja;kostiumy;występy;artystyczne widowisko;klasyka;emocje;reżyseria teatralna,0,0
